simple_postcode,price,xcoord,ycoord,crime_deprivation,health_deprivation,housing_services_deprivation,education_deprivation,living_environment_deprivation,outdoors_deprivation,geographic_barriers_deprivation,flood_areas_count,commute_hours,commute_distance_km,noise_decibels_mean,noise_decibels_var,lat,long
BB5 ,144432.938718663,375390.0644666,428728.873313852,3.62162162162162,1.94594594594595,9.18918918918919,4.13513513513514,2.97297297297297,4.37837837837838,7.18918918918919,2,4.79230555555556,414.1749,63.6695124264845,35.7700741265533,53.7588136445742,-2.37449416683169
BB6 ,176596.96969697,372795.641038475,432863.120539098,6.78571428571429,5.78571428571429,6.5,6.71428571428571,4.57142857142857,7.35714285714286,4.64285714285714,1,4.94608333333333,422.7816,64.5377056672761,43.0157208148342,53.8220991938629,-2.42396659650297
BB7 ,284463.495967742,374202.258459924,441543.167207538,8.25,6.3125,6.875,7.375,4,8.375,4,1,5.09125,430.1334,69.5792682926829,49.2916331635844,53.9130552748319,-2.41647496441915
BB8 ,165568.617449664,389280.816661657,440194.89572901,4.5,3.22222222222222,8.72222222222222,3.72222222222222,2.11111111111111,4.5,6.38888888888889,1,4.87683333333333,392.3641,63.6875,36.0965010206685,53.8540540793484,-2.15947236833687
BB9 ,134277.57254902,385976.306492802,437847.056824404,3.44444444444444,1.94444444444444,9.72222222222222,2.44444444444444,1.66666666666667,3.27777777777778,8.55555555555556,5,4.89447222222222,425.6738,62.9786689419795,30.9032827475247,53.8390459437552,-2.22078166922971
BD1 ,142744.5625,416245.276780775,433320.804305106,1.33333333333333,2.13333333333333,4.93333333333333,2,1.93333333333333,1.93333333333333,7.46666666666667,4,4.22944444444445,355.6838,62.7767459856839,29.4607954728774,53.782478310271,-1.72166724980341
BD10,192092.494444444,418245.447865994,437426.256588702,2.04347826086957,3.8695652173913,7.86956521739131,4.47826086956522,3.82608695652174,4.04347826086957,6.1304347826087,1,4.31955555555556,361.6353,63.1614043742806,31.9274864906905,53.8327259435681,-1.7165223757553
BD11,225718.75,421600.46727947,428523.452499605,3.08333333333333,4.91666666666667,8.58333333333333,5.83333333333333,3.08333333333333,4,6.5,5,4.16119444444444,357.6834,62.7789081044422,28.1965030127836,53.7465309090808,-1.67162213869897
BD12,150226.409090909,415771.161774102,427715.094012713,1.88235294117647,3.88235294117647,6.88235294117647,3.47058823529412,3.17647058823529,3.23529411764706,5.41176470588235,4,4.20405555555556,356.7849,62.8163578353172,29.5768153034979,53.7561075403895,-1.75755844890557
BD13,167994.43814433,409044.144875674,432436.412824856,2.82608695652174,4,7.56521739130435,5.17391304347826,3.56521739130435,6.30434782608696,5.30434782608696,1,4.40638888888889,366.3088,63.4146311525715,31.0915020828153,53.7898237566766,-1.85598663203937
BD14,147201.923076923,412049.223988692,431774.898685026,1.5,3.5,8,3.33333333333333,3.33333333333333,4.66666666666667,7.16666666666667,2,4.30241666666667,362.2412,62.9815605121185,30.0881605216037,53.7831985578736,-1.81219747211696
BD15,176325.693069307,410722.955930864,434836.718425864,2.30769230769231,3.30769230769231,6.76923076923077,4,5.38461538461539,6.23076923076923,6.07692307692308,1,4.38791666666667,365.7445,63.2799767171129,31.7326412848229,53.8121542454236,-1.83740018709704
BD16,236361.903846154,411058.768420729,439130.953575012,4.35,4.9,7.2,6.95,4.9,6.25,5.25,1,4.47536111111111,369.7307,62.9894852479598,29.7733943669147,53.8462128663103,-1.8262548675274
BD17,261764.296774194,415351.197336927,439109.213523585,4.09090909090909,4.45454545454545,7.09090909090909,6.36363636363636,4.36363636363636,4.90909090909091,5.18181818181818,1,4.43891666666667,364.7082,63.0645611238418,31.5962698676515,53.8453229383846,-1.77235920906378
BD18,185570.484848485,414776.326382607,437247.386902109,2.05555555555556,3.44444444444444,8.44444444444445,5.11111111111111,2,3.66666666666667,7.72222222222222,1,4.37638888888889,362.3805,62.8632352941177,29.7994130047352,53.8278003826704,-1.77588864268599
BD19,225364.062937063,419014.95794657,425726.015548014,3.78571428571429,5.57142857142857,6.92857142857143,5.14285714285714,3.78571428571429,4.28571428571429,5.21428571428571,6,4.14936111111111,354.4205,62.6573780873971,27.9261774306681,53.7261718561663,-1.72136394460341
BD2 ,157916,417569.425722474,435506.159903869,1.3125,2.6875,7,2.4375,1.75,2.5625,7.3125,2,4.32925,360.4039,62.928720500883,30.8906401063486,53.8125478234083,-1.73783327140958
BD20,230799.605166052,404067.675244598,444766.313973034,5.85714285714286,4.39285714285714,6.64285714285714,5.28571428571429,3.42857142857143,7.25,5.03571428571429,4,4.65986111111111,381.5096,63.869715603382,35.1898629717595,53.9010309520615,-1.96322326032718
BD21,122817.706349206,406171.673188611,440739.926127827,2.77777777777778,2.16666666666667,6.88888888888889,2.66666666666667,2.16666666666667,5.55555555555556,6.72222222222222,4,4.57602777777778,374.0547,64.1100337268128,37.3109579069177,53.838603549069,-1.92756464206316
BD22,209662.160194175,402971.358029975,438409.763951409,3.625,4.625,8,5.625,4.375,8,5.125,3,4.60075,377.5844,64.2368421052632,36.2593649451608,53.833972892027,-1.96789430967411
BD23,311346.764705882,396698.67750078,455317.837232545,8.68421052631579,7.57894736842105,6.05263157894737,6.89473684210526,3.63157894736842,7.15789473684211,4.05263157894737,1,4.94225,402.8316,69.4812030075188,50.9939621781727,54.0559274002685,-2.02869265703816
BD24,262556.25,381594.273912116,464811.837133106,10,8,5,7,1.5,9,3,1,5.16016666666667,418.0988,64.2727272727273,21.4114832535885,54.0944211612958,-2.31814578485048
BD3 ,132076.870967742,418070.239239721,433628.260402839,1.5625,2.3125,5.625,1.4375,1.625,1.9375,7.75,3,4.25819444444444,356.9971,62.7859033752482,29.369408790716,53.7942065239437,-1.71888110616248
BD4 ,147384.986013986,418748.059713169,431080.663940058,1.13333333333333,1.73333333333333,6.2,1.4,3.4,2.53333333333333,7.13333333333333,3,4.24969444444444,356.8298,62.8235088943146,30.2709276895923,53.7884080858229,-1.73469927181563
BD5 ,91089.9324324324,415899.494468992,431405.300121117,1.33333333333333,2.33333333333333,6,1.73333333333333,1.53333333333333,2.13333333333333,8,3,4.21747222222222,359.0573,62.8488619954617,29.9887084765524,53.7778090584559,-1.76581271717003
BD6 ,127468.715909091,414130.084383404,429824.96210608,1.4375,2.9375,8.375,2.5625,3.0625,3.625,7.5,2,4.24308333333333,360.1568,62.8648849294729,29.9400310224625,53.7620596677991,-1.78799642429576
BD7 ,121920.711711712,414539.836294865,432150.415556783,2.2,2.6,5.8,1.4,1.4,2.6,8.6,3,4.27788888888889,360.7732,62.9526835102407,30.6147154565286,53.7848159722855,-1.78393044982337
BD8 ,128898.283783784,414439.713384121,434033.607220665,2.38461538461538,1.76923076923077,5.92307692307692,1.53846153846154,1.53846153846154,3,8.76923076923077,1,4.32441666666667,362.9737,63.0002615062762,31.0563158587291,53.8041847048087,-1.78792066310783
BD9 ,146913.698630137,413785.610160198,435168.537888738,2.57142857142857,2.57142857142857,6.71428571428571,2.42857142857143,3.71428571428571,4.71428571428571,7.57142857142857,1,4.35319444444444,364.2368,62.9954924714683,30.9914433288087,53.8139355568694,-1.79721736419555
BH1 ,326657.475903615,410101.505093463,91710.5700201478,2.79166666666667,3.45833333333333,4.29166666666667,5,3.54166666666667,4.08333333333333,6.75,0,2.65222222222222,222.7143,62.2496025437202,28.4477856585084,50.7280703627908,-1.85772093307295
BH10,322030.64516129,407644.484024637,95520.508849004,6.1,4.4,5.4,4.8,5.85,3.65,5.7,0,2.70113888888889,221.384,62.2318466140876,28.1490142150117,50.7584009601889,-1.89856557049483
BH11,287557.338345865,405791.913471813,95759.2229301769,5.5,4.42857142857143,4.57142857142857,2.92857142857143,6.35714285714286,4.35714285714286,4.71428571428571,0,2.74475,222.1395,62.0399652476108,25.8499840099148,50.7614592242907,-1.95072784392956
BH12,312954.380952381,405133.326074302,93098.7211258706,5.79166666666667,5.41666666666667,5.33333333333333,4.25,6.45833333333333,5.08333333333333,4.79166666666667,0,2.80011111111111,229.3834,62.2357658380112,28.3771934902348,50.7332852040582,-1.93961535632231
BH13,875848.533333334,405662.559110841,89695.9654031668,7.16666666666667,9.16666666666667,3,8.66666666666667,8,7,1.66666666666667,0,3.70411111111111,237.2271,61.7419154228856,22.6238848525645,50.6815482761878,-1.9643729241324
BH14,551269.693333333,404037.583512855,91370.0890727954,6.54545454545455,6.90909090909091,6.09090909090909,8.54545454545455,6.72727272727273,5.63636363636364,5.18181818181818,0,2.79372222222222,229.5849,62.1214428131231,26.752834176071,50.7238483007146,-1.94613957418049
BH15,328124.078498294,400980.685132306,91390.2114496626,6.19047619047619,5.04761904761905,6.23809523809524,4.28571428571429,6.76190476190476,6.0952380952381,6.14285714285714,0,2.93038888888889,238.9293,62.2272047832586,26.697764463135,50.7247570839533,-1.9999409936383
BH16,394429.816513762,396832.123560176,93128.4978973315,7.55555555555556,7,5.11111111111111,5.44444444444445,6.33333333333333,5.55555555555556,3.77777777777778,0,2.86127777777778,235.387,66.7623400365631,51.01802323686,50.7502753039619,-2.06996239348667
BH17,288353.614457831,401494.464728082,94196.1578831576,8.46666666666667,6.4,3.93333333333333,5.4,7.66666666666667,4.66666666666667,2.93333333333333,0,2.73613888888889,227.0131,62.0191717791411,25.549363875368,50.7491523210056,-1.98118702003949
BH18,477945,400154.770863923,95521.3357691651,9.375,8.625,7.5,8.75,9.875,7.625,4.375,0,2.76402777777778,227.636,62.5696202531646,31.3393884596416,50.7635849774138,-2.00762080482047
BH19,383393.060344828,402243.474689226,79244.2264183151,8.25,5.625,5,5.875,6.5,8.125,5,0,3.12169444444444,244.1533,62.8869395711501,27.5809423732944,50.6113540565982,-1.98950377817992
BH2 ,268526.388888889,408241.587585563,91284.1960584941,3.33333333333333,5.33333333333333,5.16666666666667,6.66666666666667,3.83333333333333,3.83333333333333,6.16666666666667,0,2.71675,225.4647,62.178222289066,27.4464209668256,50.725222601513,-1.88548050205726
BH20,416693.190082645,389594.241827183,87348.5422382239,8.53846153846154,6.46153846153846,3.30769230769231,4.69230769230769,6,7.30769230769231,3,1,3.08580555555556,249.8655,70.5880933226066,45.5290690669683,50.7202740889064,-2.18549981196956
BH21,456110.128125,401850.814637384,100858.259243561,8.37142857142857,8.8,5.48571428571429,6.77142857142857,8.05714285714286,7.28571428571429,3.11428571428571,0,2.60777777777778,216.5409,62.304820415879,31.4082226154884,50.8426072702056,-1.91356893079144
BH22,428392.229681979,408001.177747967,100741.40183582,9,8.0625,6.125,5.6875,8.75,6.1875,3.5,0,2.58916666666667,215.5932,62.3040983606557,29.56401009034,50.8017182716499,-1.86573948046543
BH23,432753.758364312,417403.688170366,94130.0862162826,7.33333333333333,7.83333333333333,5.61111111111111,6.27777777777778,8.08333333333333,7.38888888888889,4.05555555555556,2,2.62877777777778,214.5066,62.2699841185813,30.7003750527138,50.7803887442836,-1.74757205126895
BH24,549574.71559633,414940.246329216,104846.204201799,6.66666666666667,8.58333333333333,5.58333333333333,6.58333333333333,7.33333333333333,5.33333333333333,4.08333333333333,0,2.47533333333333,208.5763,62.1027027027027,32.6463671463672,50.8381655991949,-1.80251930425558
BH25,433210.83161512,424149.693150651,94794.7364146477,6.6875,7.5,5.0625,5.75,8.625,6.75,3.8125,2,2.61861111111111,212.2156,64.1665133394664,43.6674595631276,50.7777959279322,-1.64494444075267
BH3 ,578895.541666667,408504.874004321,93008.0644400432,4.66666666666667,6,4.66666666666667,7.33333333333333,4,2.33333333333333,6.66666666666667,0,2.69194444444444,224.0448,62.2390200179265,28.1738484941458,50.738333481777,-1.87897889067273
BH4 ,333829.353383459,407180.0670562,91161.4935427552,6.33333333333333,5.66666666666667,2.66666666666667,8.33333333333333,6.66666666666667,5,2.33333333333333,0,2.70925,226.1462,62.2039511085844,27.7586823253989,50.719777945924,-1.90067843454049
BH5 ,341023.246753247,411896.977729888,91671.0420364063,3.66666666666667,5,5.66666666666667,5.5,3.16666666666667,4.33333333333333,7.83333333333333,2,2.66738888888889,222.935,62.3958288997659,29.5580583751459,50.7265914178656,-1.83012815736501
BH6 ,413856.033492823,414138.83718665,91953.9150724106,6.14285714285714,5.85714285714286,6.57142857142857,7,6.28571428571429,4.78571428571429,6.64285714285714,2,2.66638888888889,222.6026,62.808492688414,33.5866620311702,50.7303360749769,-1.79270062399454
BH7 ,405962.087912088,412358.183844078,92919.0703000953,9,8,4,9.5,9,6,2,2,2.62019444444444,220.3968,62.3629847454512,29.6614163837746,50.7425481415415,-1.82840369228929
BH8 ,368199.511415525,410448.05639019,93454.3730122317,5.27777777777778,4.72222222222222,5.66666666666667,5.94444444444445,4.94444444444445,3.27777777777778,6.16666666666667,2,2.6515,221.0605,62.2787374371859,28.6838764016012,50.7474910430834,-1.8467159598241
BH9 ,329530.40562249,409113.749496045,94419.758136934,5.66666666666667,6.33333333333333,7.66666666666667,6.11111111111111,4.77777777777778,3.55555555555556,8.44444444444445,0,2.69680555555556,223.2057,62.2254621975049,28.5119973998411,50.7517181254156,-1.87082710926535
BL0 ,251854.697183099,379061.294309902,416704.745293997,5.46666666666667,5.8,7.4,7.33333333333333,5.66666666666667,7.86666666666667,5.8,1,4.61852777777778,394.5034,62.2858837485172,27.0033242574533,53.6122024568942,-2.32645481040283
BL1 ,225040.286821705,370660.914633064,410565.763392255,2.6734693877551,3.3265306122449,7.53061224489796,4.59183673469388,4.02040816326531,4.3469387755102,7.38775510204082,2,4.51908333333333,387.8126,62.4383103645111,24.8629164729043,53.5787908542047,-2.45720566080699
BL2 ,176514.861111111,373869.652895194,410206.3204276,3.6,3.43333333333333,7.5,5.4,5.76666666666667,5.26666666666667,5.7,1,4.56533333333333,388.693,62.329370572429,25.2640631949939,53.5930008105988,-2.38009935075398
BL3 ,201394.547619048,371520.343053726,407607.476249805,2.71428571428571,3.33333333333333,7.61904761904762,3.76190476190476,4.42857142857143,4.26190476190476,7.45238095238095,2,4.46772222222222,383.569,62.436212187637,26.0537678655321,53.5535101563353,-2.42389971459303
BL4 ,136129.651315789,373469.970355193,405583.270411959,2.0952380952381,2.14285714285714,8.0952380952381,3.04761904761905,4.38095238095238,4.28571428571429,7,2,4.47944444444445,385.9911,62.348421453024,24.4905835168252,53.5609222983755,-2.44834203146235
BL5 ,204631.420289855,365821.695751708,405758.64689422,5.36842105263158,4.31578947368421,7.10526315789474,6.52631578947368,6.21052631578947,5.8421052631579,4.52631578947368,2,4.46511111111111,375.9353,62.2552914964723,23.8230385651008,53.5606661291979,-2.50896165272492
BL6 ,241184.430147059,364207.110029967,410730.612586792,4.47058823529412,4.29411764705882,7.17647058823529,6.35294117647059,4.94117647058824,6.29411764705882,5.47058823529412,0,4.58494444444444,395.0902,62.3948497854077,26.3035448993067,53.599047140309,-2.53903964914547
BL7 ,302069.991666667,372054.33462124,414677.840780847,7,6.42857142857143,8.28571428571429,9,7.14285714285714,7.28571428571429,5.57142857142857,2,4.69097222222222,392.4142,62.2669299400322,23.7840627354361,53.6320018968149,-2.41648880095955
BL8 ,230572.012195122,378423.181394651,411988.631655679,5.80952380952381,5.57142857142857,8.0952380952381,7.28571428571429,6.23809523809524,7.23809523809524,5.95238095238095,1,4.58191666666667,393.3424,62.3100450403268,26.8261331113171,53.6036950463896,-2.33020244194377
BL9 ,205444.222641509,381111.680359399,410569.969672189,2.88235294117647,3.61764705882353,6.97058823529412,4.44117647058824,4.85294117647059,5.94117647058824,6.64705882352941,1,4.49491666666667,390.3844,62.050220972278,24.9346950792427,53.5935784902194,-2.29337790111395
BN1 ,539657.931818182,531326.848150207,106432.093262286,6,6.06451612903226,4.62903225806452,7.16129032258065,4.24193548387097,4.01612903225807,7.40322580645161,0,1.30633333333333,105.5176,62.1791530944626,25.7162177309862,50.8643108580287,-0.111078716305962
BN10,324725.110344828,541139.582912868,101504.46093992,6.75,5.33333333333333,5.83333333333333,3.08333333333333,8.25,7.66666666666667,5.41666666666667,0,1.62316666666667,119.9138,64.1260997067449,36.4145196933235,50.7978426902741,0.000592341366416966
BN11,358040.627314815,514481.665381845,102824.774569701,6.58333333333333,5.25,6.70833333333333,6.16666666666667,3.08333333333333,3.29166666666667,7.16666666666667,0,1.42638888888889,114.1063,62.3010471204189,34.4089078354281,50.8639006733224,-0.415486284961232
BN12,456907.048780488,510922.723477356,102839.871374894,7.5,5.75,6.0625,5,6.6875,4.5,4.4375,0,1.54705555555556,122.6631,62.2634178465591,33.6262403566379,50.8190072067917,-0.441073530887874
BN13,351226.7421875,512001.99700442,104807.496468968,7.94736842105263,5.8421052631579,6.42105263157895,5.68421052631579,4.57894736842105,3.10526315789474,4.78947368421053,0,1.47369444444444,119.9869,62.3883202889826,34.688065891964,50.8433538020971,-0.437186176434616
BN14,403629.718518519,514101.88320714,104901.202537055,6.52941176470588,6.94117647058824,7.52941176470588,5.94117647058824,3.76470588235294,3.17647058823529,6.11764705882353,0,1.47961111111111,119.5146,62.4022465088039,34.768303484918,50.8346440131194,-0.452279636672217
BN15,319801.597156398,518039.312954716,104731.687866766,7.10526315789474,5.47368421052632,6.21052631578947,3.31578947368421,5.10526315789474,4.21052631578947,4.8421052631579,1,1.4105,115.1721,62.4957858205255,30.0169671110709,50.8372138846429,-0.312473456185348
BN16,430941.615853659,506190.314713815,102787.68076375,7.82352941176471,5.70588235294118,5.52941176470588,5.47058823529412,8.35294117647059,7.58823529411765,5.23529411764706,3,1.55377777777778,124.8771,63.5359477124183,47.7299931600547,50.818730717602,-0.500353385663924
BN17,290604.142276423,502986.267875119,102678.555389832,4.66666666666667,4.2,3.26666666666667,3.53333333333333,5.06666666666667,6.66666666666667,4.53333333333333,3,1.65744444444444,129.8777,67.9965986394558,58.8597569729049,50.8373172591336,-0.552664767592365
